,DateCourse,Numéro -Voit_sched,sched_start,sched_end,Type,CodeLong,Ligne,Category,sched_start_ts,actual_exit_ts,Numéro -Voit_actual,TypeSens
142010,2025-05-31,48 - 3,1900-01-01 14:24:00,1900-01-01 14:36:20,Régulier,LULY00,47,ODIER,2025-05-31 14:24:00,2025-05-31 14:24:00,47 - 3,0.0
141548,2025-05-31,33 - 7,1900-01-01 14:28:00,1900-01-01 14:46:40,Régulier,PMAR00,31,Genève-Tours,2025-05-31 14:28:00,2025-05-31 14:28:00,31 - 7,0.0
141973,2025-05-31,48 - 4,1900-01-01 14:30:00,1900-01-01 14:43:40,Régulier,CRCO05,47,ODIER,2025-05-31 14:30:00,2025-05-31 14:30:00,47 - 4,0.0
142695,2025-05-31,L - 7,1900-01-01 14:35:00,1900-01-01 14:51:20,Régulier,SYGA00,70,ODIER,2025-05-31 14:35:00,2025-05-31 14:35:00,70 - 7,0.0
142665,2025-05-31,L - 4,1900-01-01 14:38:00,1900-01-01 14:54:40,Régulier,CRCO05,70,ODIER,2025-05-31 14:38:00,2025-05-31 14:38:00,70 - 4,0.0
141783,2025-05-31,32 - 4,1900-01-01 14:43:00,1900-01-01 15:07:20,Régulier,LULI00,37,Genève-Tours,2025-05-31 14:43:00,2025-05-31 14:43:00,37 - 4,0.0
141635,2025-05-31,37 - 14,1900-01-01 14:44:00,1900-01-01 15:17:20,Régulier,PRSM00,32,Genève-Tours,2025-05-31 14:44:00,2025-05-31 14:44:00,32 - 14,0.0
141580,2025-05-31,33 - 7,1900-01-01 14:54:00,1900-01-01 15:12:40,Régulier,PRSM00,31,Genève-Tours,2025-05-31 14:54:00,2025-05-31 14:54:00,31 - 7,0.0
142011,2025-05-31,48 - 4,1900-01-01 14:54:00,1900-01-01 15:06:20,Régulier,LULY00,47,ODIER,2025-05-31 14:54:00,2025-05-31 14:54:00,47 - 4,0.0
141549,2025-05-31,33 - 9,1900-01-01 14:58:00,1900-01-01 15:16:40,Régulier,PMAR00,31,Genève-Tours,2025-05-31 14:58:00,2025-05-31 14:58:00,31 - 9,0.0
141600,2025-05-31,37 - 15,1900-01-01 14:58:00,1900-01-01 15:26:00,Régulier,JUMR01,32,Genève-Tours,2025-05-31 14:58:00,2025-05-31 14:58:00,32 - 15,0.0
141974,2025-05-31,48 - 5,1900-01-01 15:00:00,1900-01-01 15:13:40,Régulier,CRCO05,47,ODIER,2025-05-31 15:00:00,2025-05-31 15:00:00,47 - 5,0.0
141698,2025-05-31,33z - 8,1900-01-01 15:01:00,1900-01-01 15:27:20,Régulier,RIVE04,33,Genève-Tours,2025-05-31 15:01:00,2025-05-31 15:01:00,33 - 8,0.0
142696,2025-05-31,L - 4,1900-01-01 15:05:00,1900-01-01 15:21:20,Régulier,SYGA00,70,ODIER,2025-05-31 15:05:00,2025-05-31 15:05:00,70 - 4,0.0
141808,2025-05-31,32 - 5,1900-01-01 15:08:00,1900-01-01 15:30:40,Régulier,PRSM05,37,Genève-Tours,2025-05-31 15:08:00,2025-05-31 15:08:00,37 - 5,0.0
142666,2025-05-31,L - 6,1900-01-01 15:08:00,1900-01-01 15:24:40,Régulier,CRCO05,70,ODIER,2025-05-31 15:08:00,2025-05-31 15:08:00,70 - 6,0.0
141581,2025-05-31,33 - 11,1900-01-01 15:24:00,1900-01-01 15:43:00,Régulier,PRSM00,31,Genève-Tours,2025-05-31 15:24:00,2025-05-31 15:24:00,31 - 11,0.0
141615,2025-05-31,37 - 14,1900-01-01 15:24:00,1900-01-01 15:55:40,Régulier,MONN00,32,Genève-Tours,2025-05-31 15:24:00,2025-05-31 15:24:00,32 - 14,0.0
142012,2025-05-31,48 - 5,1900-01-01 15:24:00,1900-01-01 15:36:20,Régulier,LULY00,47,ODIER,2025-05-31 15:24:00,2025-05-31 15:24:00,47 - 5,0.0
141550,2025-05-31,33z - 8,1900-01-01 15:28:00,1900-01-01 15:46:40,Régulier,PMAR00,31,Genève-Tours,2025-05-31 15:28:00,2025-05-31 15:28:00,31 - 8,0.0
141975,2025-05-31,48 - 3,1900-01-01 15:30:00,1900-01-01 15:43:40,Régulier,CRCO05,47,ODIER,2025-05-31 15:30:00,2025-05-31 15:30:00,47 - 3,0.0
142697,2025-05-31,L - 6,1900-01-01 15:35:00,1900-01-01 15:51:20,Régulier,SYGA00,70,ODIER,2025-05-31 15:35:00,2025-05-31 15:35:00,70 - 6,0.0
142667,2025-05-31,L - 5,1900-01-01 15:38:00,1900-01-01 15:54:40,Régulier,CRCO05,70,ODIER,2025-05-31 15:38:00,2025-05-31 15:38:00,70 - 5,0.0
141784,2025-05-31,32 - 5,1900-01-01 15:43:00,1900-01-01 16:07:40,Régulier,LULI00,37,Genève-Tours,2025-05-31 15:43:00,2025-05-31 15:43:00,37 - 5,0.0
141637,2025-05-31,33 - 9,1900-01-01 15:44:00,1900-01-01 16:17:20,Régulier,PRSM00,32,Genève-Tours,2025-05-31 15:44:00,2025-05-31 15:44:00,32 - 9,0.0
141582,2025-05-31,33z - 8,1900-01-01 15:54:00,1900-01-01 16:13:00,Régulier,PRSM00,31,Genève-Tours,2025-05-31 15:54:00,2025-05-31 15:54:00,31 - 8,0.0
142013,2025-05-31,48 - 3,1900-01-01 15:54:00,1900-01-01 16:06:20,Régulier,LULY00,47,ODIER,2025-05-31 15:54:00,2025-05-31 15:54:00,47 - 3,0.0
141551,2025-05-31,33 - 10,1900-01-01 15:58:00,1900-01-01 16:16:40,Régulier,PMAR00,31,Genève-Tours,2025-05-31 15:58:00,2025-05-31 15:58:00,31 - 10,0.0
141976,2025-05-31,48 - 4,1900-01-01 16:00:00,1900-01-01 16:13:40,Régulier,CRCO05,47,ODIER,2025-05-31 16:00:00,2025-05-31 16:00:00,47 - 4,0.0
142698,2025-05-31,L - 5,1900-01-01 16:05:00,1900-01-01 16:21:20,Régulier,SYGA00,70,ODIER,2025-05-31 16:05:00,2025-05-31 16:05:00,70 - 5,0.0
142668,2025-05-31,L - 7,1900-01-01 16:08:00,1900-01-01 16:24:40,Régulier,CRCO05,70,ODIER,2025-05-31 16:08:00,2025-05-31 16:08:00,70 - 7,0.0
141670,2025-05-31,33z - 8,1900-01-01 16:14:00,1900-01-01 16:37:40,Régulier,PMAR01,33,Genève-Tours,2025-05-31 16:14:00,2025-05-31 16:14:00,33 - 8,0.0
141616,2025-05-31,33 - 9,1900-01-01 16:24:00,1900-01-01 16:56:00,Régulier,MONN00,32,Genève-Tours,2025-05-31 16:24:00,2025-05-31 16:24:00,32 - 9,0.0
142014,2025-05-31,48 - 4,1900-01-01 16:24:00,1900-01-01 16:36:20,Régulier,LULY00,47,ODIER,2025-05-31 16:24:00,2025-05-31 16:24:00,47 - 4,0.0
141552,2025-05-31,33 - 7,1900-01-01 16:28:00,1900-01-01 16:46:40,Régulier,PMAR00,31,Genève-Tours,2025-05-31 16:28:00,2025-05-31 16:28:00,31 - 7,0.0
141977,2025-05-31,48 - 5,1900-01-01 16:30:00,1900-01-01 16:43:40,Régulier,CRCO05,47,ODIER,2025-05-31 16:30:00,2025-05-31 16:30:00,47 - 5,0.0
142699,2025-05-31,L - 7,1900-01-01 16:35:00,1900-01-01 16:51:20,Régulier,SYGA00,70,ODIER,2025-05-31 16:35:00,2025-05-31 16:35:00,70 - 7,0.0
141811,2025-05-31,32 - 4,1900-01-01 16:38:00,1900-01-01 17:00:40,Régulier,PRSM05,37,Genève-Tours,2025-05-31 16:38:00,2025-05-31 16:38:00,37 - 4,0.0
142669,2025-05-31,L - 4,1900-01-01 16:38:00,1900-01-01 16:54:40,Régulier,CRCO05,70,ODIER,2025-05-31 16:38:00,2025-05-31 16:38:00,70 - 4,0.0
141639,2025-05-31,33 - 10,1900-01-01 16:43:00,1900-01-01 17:16:20,Régulier,PRSM00,32,Genève-Tours,2025-05-31 16:43:00,2025-05-31 16:43:00,32 - 10,0.0
141583,2025-05-31,33 - 7,1900-01-01 16:54:00,1900-01-01 17:13:40,Régulier,PRSM00,31,Genève-Tours,2025-05-31 16:54:00,2025-05-31 16:54:00,31 - 7,0.0
142015,2025-05-31,48 - 5,1900-01-01 16:54:00,1900-01-01 17:06:20,Régulier,LULY00,47,ODIER,2025-05-31 16:54:00,2025-05-31 16:54:00,47 - 5,0.0
141553,2025-05-31,33 - 11,1900-01-01 16:58:00,1900-01-01 17:16:40,Régulier,PMAR00,31,Genève-Tours,2025-05-31 16:58:00,2025-05-31 16:58:00,31 - 11,0.0
141702,2025-05-31,33z - 8,1900-01-01 17:00:00,1900-01-01 17:26:40,Régulier,RIVE04,33,Genève-Tours,2025-05-31 17:00:00,2025-05-31 17:00:00,33 - 8,0.0
141978,2025-05-31,48 - 3,1900-01-01 17:00:00,1900-01-01 17:13:40,Régulier,CRCO05,47,ODIER,2025-05-31 17:00:00,2025-05-31 17:00:00,47 - 3,0.0
142700,2025-05-31,L - 4,1900-01-01 17:05:00,1900-01-01 17:21:20,Régulier,SYGA00,70,ODIER,2025-05-31 17:05:00,2025-05-31 17:05:00,70 - 4,0.0
141812,2025-05-31,33 - 9,1900-01-01 17:08:00,1900-01-01 17:30:40,Régulier,PRSM05,37,Genève-Tours,2025-05-31 17:08:00,2025-05-31 17:08:00,37 - 9,0.0
142670,2025-05-31,L - 6,1900-01-01 17:08:00,1900-01-01 17:24:40,Régulier,CRCO05,70,ODIER,2025-05-31 17:08:00,2025-05-31 17:08:00,70 - 6,0.0
141640,2025-05-31,37 - 16,1900-01-01 17:13:00,1900-01-01 17:42:40,Régulier,PRSM00,32,Genève-Tours,2025-05-31 17:13:00,2025-05-31 17:13:00,32 - 16,0.0
141787,2025-05-31,32 - 4,1900-01-01 17:13:00,1900-01-01 17:38:00,Régulier,LULI00,37,Genève-Tours,2025-05-31 17:13:00,2025-05-31 17:13:00,37 - 4,0.0
141584,2025-05-31,33 - 11,1900-01-01 17:24:00,1900-01-01 17:43:40,Régulier,PRSM00,31,Genève-Tours,2025-05-31 17:24:00,2025-05-31 17:24:00,31 - 11,0.0
141617,2025-05-31,33 - 10,1900-01-01 17:24:00,1900-01-01 17:56:00,Régulier,MONN00,32,Genève-Tours,2025-05-31 17:24:00,2025-05-31 17:24:00,32 - 10,0.0
142016,2025-05-31,48 - 3,1900-01-01 17:24:00,1900-01-01 17:36:20,Régulier,LULY00,47,ODIER,2025-05-31 17:24:00,2025-05-31 17:24:00,47 - 3,0.0
141554,2025-05-31,33z - 8,1900-01-01 17:28:00,1900-01-01 17:46:40,Régulier,PMAR00,31,Genève-Tours,2025-05-31 17:28:00,2025-05-31 17:28:00,31 - 8,0.0
141979,2025-05-31,48 - 4,1900-01-01 17:30:00,1900-01-01 17:43:40,Régulier,CRCO05,47,ODIER,2025-05-31 17:30:00,2025-05-31 17:30:00,47 - 4,0.0
142701,2025-05-31,L - 6,1900-01-01 17:35:00,1900-01-01 17:51:20,Régulier,SYGA00,70,ODIER,2025-05-31 17:35:00,2025-05-31 17:35:00,70 - 6,0.0
142671,2025-05-31,L - 5,1900-01-01 17:38:00,1900-01-01 17:55:00,Régulier,CRCO05,70,ODIER,2025-05-31 17:38:00,2025-05-31 17:38:00,70 - 5,0.0
141788,2025-05-31,33 - 9,1900-01-01 17:43:00,1900-01-01 18:07:40,Régulier,LULI00,37,Genève-Tours,2025-05-31 17:43:00,2025-05-31 17:43:00,37 - 9,0.0
141585,2025-05-31,33z - 8,1900-01-01 17:54:00,1900-01-01 18:13:40,Régulier,PRSM00,31,Genève-Tours,2025-05-31 17:54:00,2025-05-31 17:54:00,31 - 8,0.0
142017,2025-05-31,48 - 6,1900-01-01 17:54:00,1900-01-01 18:06:20,Régulier,LULY00,47,ODIER,2025-05-31 17:54:00,2025-05-31 17:54:00,47 - 6,0.0
141603,2025-05-31,37 - 16,1900-01-01 17:58:20,1900-01-01 18:26:20,Régulier,JUMR01,32,Genève-Tours,2025-05-31 17:58:20,2025-05-31 17:58:00,32 - 16,0.0
141980,2025-05-31,48 - 5,1900-01-01 18:00:00,1900-01-01 18:13:20,Régulier,CRCO05,47,ODIER,2025-05-31 18:00:00,2025-05-31 18:00:00,47 - 5,0.0
142702,2025-05-31,L - 5,1900-01-01 18:05:00,1900-01-01 18:21:20,Régulier,SYGA00,70,ODIER,2025-05-31 18:05:00,2025-05-31 18:05:00,70 - 5,0.0
141814,2025-05-31,33 - 10,1900-01-01 18:08:00,1900-01-01 18:30:20,Régulier,PRSM05,37,Genève-Tours,2025-05-31 18:08:00,2025-05-31 18:08:00,37 - 10,0.0
142672,2025-05-31,L - 7,1900-01-01 18:08:00,1900-01-01 18:25:00,Régulier,CRCO05,70,ODIER,2025-05-31 18:08:00,2025-05-31 18:08:00,70 - 7,0.0
141642,2025-05-31,33 - 9,1900-01-01 18:13:00,1900-01-01 18:42:20,Régulier,PRSM00,32,Genève-Tours,2025-05-31 18:13:00,2025-05-31 18:13:00,32 - 9,0.0
141673,2025-05-31,33z - 8,1900-01-01 18:15:00,1900-01-01 18:39:00,Régulier,PMAR01,33,Genève-Tours,2025-05-31 18:15:00,2025-05-31 18:15:00,33 - 8,0.0
142018,2025-05-31,48 - 5,1900-01-01 18:24:00,1900-01-01 18:36:20,Régulier,LULY00,47,ODIER,2025-05-31 18:24:00,2025-05-31 18:24:00,47 - 5,0.0
141555,2025-05-31,33 - 7,1900-01-01 18:28:00,1900-01-01 18:46:20,Régulier,PMAR00,31,Genève-Tours,2025-05-31 18:28:00,2025-05-31 18:28:00,31 - 7,0.0
141981,2025-05-31,48 - 3,1900-01-01 18:30:00,1900-01-01 18:43:00,Régulier,CRCO05,47,ODIER,2025-05-31 18:30:00,2025-05-31 18:30:00,47 - 3,0.0
142703,2025-05-31,L - 7,1900-01-01 18:35:00,1900-01-01 18:51:20,Régulier,SYGA00,70,ODIER,2025-05-31 18:35:00,2025-05-31 18:35:00,70 - 7,0.0
141643,2025-05-31,37 - 14,1900-01-01 18:44:00,1900-01-01 19:17:00,Régulier,PRSM00,32,Genève-Tours,2025-05-31 18:44:00,2025-05-31 18:44:00,32 - 14,0.0
141790,2025-05-31,33 - 10,1900-01-01 18:44:00,1900-01-01 19:08:00,Régulier,LULI00,37,Genève-Tours,2025-05-31 18:44:00,2025-05-31 18:44:00,37 - 10,0.0
141586,2025-05-31,33 - 7,1900-01-01 18:54:00,1900-01-01 19:12:20,Régulier,PRSM00,31,Genève-Tours,2025-05-31 18:54:00,2025-05-31 18:54:00,31 - 7,0.0
142019,2025-05-31,48 - 3,1900-01-01 18:54:00,1900-01-01 19:06:20,Régulier,LULY00,47,ODIER,2025-05-31 18:54:00,2025-05-31 18:54:00,47 - 3,0.0
141556,2025-05-31,33 - 11,1900-01-01 18:58:00,1900-01-01 19:16:20,Régulier,PMAR00,31,Genève-Tours,2025-05-31 18:58:00,2025-05-31 18:58:00,31 - 11,0.0
141604,2025-05-31,33 - 9,1900-01-01 18:58:00,1900-01-01 19:26:00,Régulier,JUMR01,32,Genève-Tours,2025-05-31 18:58:00,2025-05-31 18:58:00,32 - 9,0.0
141705,2025-05-31,33z - 8,1900-01-01 19:00:00,1900-01-01 19:26:40,Régulier,RIVE04,33,Genève-Tours,2025-05-31 19:00:00,2025-05-31 19:00:00,33 - 8,0.0
141982,2025-05-31,48 - 6,1900-01-01 19:00:00,1900-01-01 19:13:00,Régulier,CRCO05,47,ODIER,2025-05-31 19:00:00,2025-05-31 19:00:00,47 - 6,0.0
142704,2025-05-31,L - 4,1900-01-01 19:05:00,1900-01-01 19:21:20,Régulier,SYGA00,70,ODIER,2025-05-31 19:05:00,2025-05-31 19:05:00,70 - 4,0.0
142673,2025-05-31,L - 6,1900-01-01 19:08:00,1900-01-01 19:24:40,Régulier,CRCO05,70,ODIER,2025-05-31 19:08:00,2025-05-31 19:08:00,70 - 6,0.0
141816,2025-05-31,32z - 6,1900-01-01 19:09:00,1900-01-01 19:31:20,Régulier,PRSM05,37,Genève-Tours,2025-05-31 19:09:00,2025-05-31 19:09:00,37 - 6,0.0
141644,2025-05-31,33 - 10,1900-01-01 19:14:00,1900-01-01 19:43:20,Régulier,PRSM00,32,Genève-Tours,2025-05-31 19:14:00,2025-05-31 19:14:00,32 - 10,0.0
141587,2025-05-31,32 - 4,1900-01-01 19:24:00,1900-01-01 19:42:20,Régulier,PRSM00,31,Genève-Tours,2025-05-31 19:24:00,2025-05-31 19:24:00,31 - 4,0.0
142020,2025-05-31,48 - 6,1900-01-01 19:24:20,1900-01-01 19:36:20,Régulier,LULY00,47,ODIER,2025-05-31 19:24:20,2025-05-31 19:24:00,47 - 6,0.0
141619,2025-05-31,37 - 14,1900-01-01 19:25:00,1900-01-01 19:56:20,Régulier,MONN00,32,Genève-Tours,2025-05-31 19:25:00,2025-05-31 19:25:00,32 - 14,0.0
141557,2025-05-31,33z - 8,1900-01-01 19:28:00,1900-01-01 19:45:20,Régulier,PMAR00,31,Genève-Tours,2025-05-31 19:28:00,2025-05-31 19:28:00,31 - 8,0.0
141983,2025-05-31,48 - 5,1900-01-01 19:30:00,1900-01-01 19:42:20,Régulier,CRCO05,47,ODIER,2025-05-31 19:30:00,2025-05-31 19:30:00,47 - 5,0.0
142705,2025-05-31,L - 6,1900-01-01 19:35:00,1900-01-01 19:51:20,Régulier,SYGA00,70,ODIER,2025-05-31 19:35:00,2025-05-31 19:35:00,70 - 6,0.0
142674,2025-05-31,L - 5,1900-01-01 19:38:00,1900-01-01 19:54:40,Régulier,CRCO05,70,ODIER,2025-05-31 19:38:00,2025-05-31 19:38:00,70 - 5,0.0
141817,2025-05-31,33 - 9,1900-01-01 19:39:00,1900-01-01 20:00:40,Régulier,PRSM05,37,Genève-Tours,2025-05-31 19:39:00,2025-05-31 19:39:00,37 - 9,0.0
141675,2025-05-31,32 - 4,1900-01-01 19:43:00,1900-01-01 20:06:20,Régulier,PMAR01,33,Genève-Tours,2025-05-31 19:43:00,2025-05-31 19:43:00,33 - 4,0.0
141645,2025-05-31,37 - 16,1900-01-01 19:44:00,1900-01-01 20:16:20,Régulier,PRSM00,32,Genève-Tours,2025-05-31 19:44:00,2025-05-31 19:44:00,32 - 16,0.0
141588,2025-05-31,33z - 8,1900-01-01 19:54:00,1900-01-01 20:12:20,Régulier,PRSM00,31,Genève-Tours,2025-05-31 19:54:00,2025-05-31 19:54:00,31 - 8,0.0
142021,2025-05-31,48 - 5,1900-01-01 19:54:00,1900-01-01 20:05:40,Régulier,LULY00,47,ODIER,2025-05-31 19:54:00,2025-05-31 19:54:00,47 - 5,0.0
141984,2025-05-31,48 - 3,1900-01-01 19:59:20,1900-01-01 20:11:40,Régulier,CRCO05,47,ODIER,2025-05-31 19:59:20,2025-05-31 19:59:00,47 - 3,0.0
142706,2025-05-31,L - 5,1900-01-01 20:05:00,1900-01-01 20:21:20,Régulier,SYGA00,70,ODIER,2025-05-31 20:05:00,2025-05-31 20:05:00,70 - 5,0.0
142675,2025-05-31,L - 7,1900-01-01 20:08:00,1900-01-01 20:24:40,Régulier,CRCO05,70,ODIER,2025-05-31 20:08:00,2025-05-31 20:08:00,70 - 7,0.0
141676,2025-05-31,33z - 8,1900-01-01 20:13:00,1900-01-01 20:36:00,Régulier,PMAR01,33,Genève-Tours,2025-05-31 20:13:00,2025-05-31 20:13:00,33 - 8,0.0
142022,2025-05-31,48 - 3,1900-01-01 20:24:00,1900-01-01 20:35:40,Régulier,LULY00,47,ODIER,2025-05-31 20:24:00,2025-05-31 20:24:00,47 - 3,0.0
141620,2025-05-31,37 - 16,1900-01-01 20:25:00,1900-01-01 20:56:00,Régulier,MONN00,32,Genève-Tours,2025-05-31 20:25:00,2025-05-31 20:25:00,32 - 16,0.0
141558,2025-05-31,33 - 7,1900-01-01 20:28:00,1900-01-01 20:45:20,Régulier,PMAR00,31,Genève-Tours,2025-05-31 20:28:00,2025-05-31 20:28:00,31 - 7,0.0
141985,2025-05-31,48 - 6,1900-01-01 20:29:20,1900-01-01 20:41:40,Régulier,CRCO05,47,ODIER,2025-05-31 20:29:20,2025-05-31 20:29:00,47 - 6,0.0
141646,2025-05-31,32z - 6,1900-01-01 20:33:00,1900-01-01 21:01:20,Régulier,PRSM00,32,Genève-Tours,2025-05-31 20:33:00,2025-05-31 20:33:00,32 - 6,0.0
142707,2025-05-31,L - 7,1900-01-01 20:35:00,1900-01-01 20:51:20,Régulier,SYGA00,70,ODIER,2025-05-31 20:35:00,2025-05-31 20:35:00,70 - 7,0.0
142676,2025-05-31,L - 4,1900-01-01 20:38:00,1900-01-01 20:54:20,Régulier,CRCO05,70,ODIER,2025-05-31 20:38:00,2025-05-31 20:38:00,70 - 4,0.0
141589,2025-05-31,33 - 7,1900-01-01 20:54:00,1900-01-01 21:12:20,Régulier,PRSM00,31,Genève-Tours,2025-05-31 20:54:00,2025-05-31 20:54:00,31 - 7,0.0
142023,2025-05-31,48 - 6,1900-01-01 20:54:00,1900-01-01 21:05:20,Régulier,LULY00,47,ODIER,2025-05-31 20:54:00,2025-05-31 20:54:00,47 - 6,0.0
141986,2025-05-31,48z - 51,1900-01-01 21:00:00,1900-01-01 21:11:40,Régulier,CRCO05,47,ODIER,2025-05-31 21:00:00,2025-05-31 21:00:00,47 - 51,0.0
141707,2025-05-31,33z - 8,1900-01-01 21:03:00,1900-01-01 21:27:20,Régulier,RIVE04,33,Genève-Tours,2025-05-31 21:03:00,2025-05-31 21:03:00,33 - 8,0.0
142062,2025-05-31,48z - 52,1900-01-01 21:06:00,1900-01-01 21:26:00,Régulier,CRCO02,48,ODIER,2025-05-31 21:06:00,2025-05-31 21:06:00,48 - 52,0.0
142708,2025-05-31,70z - 51,1900-01-01 21:08:00,1900-01-01 21:23:20,Régulier,SYGA00,70,ODIER,2025-05-31 21:08:00,2025-05-31 21:08:00,70 - 51,0.0
142098,2025-05-31,48z - 53,1900-01-01 21:11:40,1900-01-01 21:31:00,Régulier,ZIPL02,48,ODIER,2025-05-31 21:11:40,2025-05-31 21:11:00,48 - 53,0.0
141605,2025-05-31,32z - 6,1900-01-01 21:12:00,1900-01-01 21:39:20,Régulier,JUMR01,32,Genève-Tours,2025-05-31 21:12:00,2025-05-31 21:12:00,32 - 6,0.0
142024,2025-05-31,48z - 51,1900-01-01 21:24:00,1900-01-01 21:35:20,Régulier,LULY00,47,ODIER,2025-05-31 21:24:00,2025-05-31 21:24:00,47 - 51,0.0
141559,2025-05-31,33z - 8,1900-01-01 21:29:00,1900-01-01 21:45:20,Régulier,PMAR00,31,Genève-Tours,2025-05-31 21:29:00,2025-05-31 21:29:00,31 - 8,0.0
141987,2025-05-31,48z - 53,1900-01-01 21:32:00,1900-01-01 21:43:40,Régulier,CRCO05,47,ODIER,2025-05-31 21:32:00,2025-05-31 21:32:00,47 - 53,0.0
142063,2025-05-31,48z - 51,1900-01-01 21:36:00,1900-01-01 21:56:00,Régulier,CRCO02,48,ODIER,2025-05-31 21:36:00,2025-05-31 21:36:00,48 - 51,0.0
142677,2025-05-31,70z - 51,1900-01-01 21:38:00,1900-01-01 21:54:20,Régulier,CRCO05,70,ODIER,2025-05-31 21:38:00,2025-05-31 21:38:00,70 - 51,0.0
141647,2025-05-31,32z - 6,1900-01-01 21:41:00,1900-01-01 22:09:20,Régulier,PRSM00,32,Genève-Tours,2025-05-31 21:41:00,2025-05-31 21:41:00,32 - 6,0.0
142099,2025-05-31,48z - 52,1900-01-01 21:41:20,1900-01-01 22:00:40,Régulier,ZIPL02,48,ODIER,2025-05-31 21:41:20,2025-05-31 21:41:00,48 - 52,0.0
141590,2025-05-31,33z - 8,1900-01-01 21:54:00,1900-01-01 22:12:20,Régulier,PRSM00,31,Genève-Tours,2025-05-31 21:54:00,2025-05-31 21:54:00,31 - 8,0.0
142025,2025-05-31,48z - 53,1900-01-01 21:54:00,1900-01-01 22:05:20,Régulier,LULY00,47,ODIER,2025-05-31 21:54:00,2025-05-31 21:54:00,47 - 53,0.0
141768,2025-05-31,39 - 10,1900-01-01 22:00:00,1900-01-01 22:24:20,Régulier,COCH00,34,Genève-Tours,2025-05-31 22:00:00,2025-05-31 22:00:00,34 - 10,0.0
141988,2025-05-31,48z - 52,1900-01-01 22:02:00,1900-01-01 22:13:40,Régulier,CRCO05,47,ODIER,2025-05-31 22:02:00,2025-05-31 22:02:00,47 - 52,0.0
142064,2025-05-31,48z - 53,1900-01-01 22:06:00,1900-01-01 22:25:40,Régulier,CRCO02,48,ODIER,2025-05-31 22:06:00,2025-05-31 22:06:00,48 - 53,0.0
142807,2025-05-31,74 - 5,1900-01-01 22:07:00,1900-01-01 22:26:40,Régulier,SYGA00,72,GLOBE,2025-05-31 22:07:00,2025-05-31 22:07:00,72 - 5,0.0
142709,2025-05-31,70z - 51,1900-01-01 22:08:00,1900-01-01 22:23:00,Régulier,SYGA00,70,ODIER,2025-05-31 22:08:00,2025-05-31 22:08:00,70 - 51,0.0
142100,2025-05-31,48z - 51,1900-01-01 22:12:20,1900-01-01 22:30:40,Régulier,ZIPL02,48,ODIER,2025-05-31 22:12:20,2025-05-31 22:12:00,48 - 51,0.0
141678,2025-05-31,33z - 8,1900-01-01 22:13:00,1900-01-01 22:34:20,Régulier,PMAR01,33,Genève-Tours,2025-05-31 22:13:00,2025-05-31 22:13:00,33 - 8,0.0
141606,2025-05-31,32z - 6,1900-01-01 22:13:20,1900-01-01 22:40:40,Régulier,JUMR01,32,Genève-Tours,2025-05-31 22:13:20,2025-05-31 22:13:00,32 - 6,0.0
142026,2025-05-31,48z - 52,1900-01-01 22:24:00,1900-01-01 22:34:40,Régulier,LULY00,47,ODIER,2025-05-31 22:24:00,2025-05-31 22:24:00,47 - 52,0.0
141560,2025-05-31,33 - 7,1900-01-01 22:29:00,1900-01-01 22:46:00,Régulier,PMAR00,31,Genève-Tours,2025-05-31 22:29:00,2025-05-31 22:29:00,31 - 7,0.0
141989,2025-05-31,48z - 51,1900-01-01 22:32:00,1900-01-01 22:43:40,Régulier,CRCO05,47,ODIER,2025-05-31 22:32:00,2025-05-31 22:32:00,47 - 51,0.0
142065,2025-05-31,48z - 52,1900-01-01 22:36:00,1900-01-01 22:55:40,Régulier,CRCO02,48,ODIER,2025-05-31 22:36:00,2025-05-31 22:36:00,48 - 52,0.0
142678,2025-05-31,70z - 51,1900-01-01 22:38:00,1900-01-01 22:54:20,Régulier,CRCO05,70,ODIER,2025-05-31 22:38:00,2025-05-31 22:38:00,70 - 51,0.0
142101,2025-05-31,48z - 53,1900-01-01 22:43:00,1900-01-01 23:01:20,Régulier,ZIPL02,48,ODIER,2025-05-31 22:43:00,2025-05-31 22:43:00,48 - 53,0.0
141648,2025-05-31,32z - 6,1900-01-01 22:45:40,1900-01-01 23:14:00,Régulier,PRSM00,32,Genève-Tours,2025-05-31 22:45:40,2025-05-31 22:45:00,32 - 6,0.0
141591,2025-05-31,33 - 7,1900-01-01 22:54:00,1900-01-01 23:12:20,Régulier,PRSM00,31,Genève-Tours,2025-05-31 22:54:00,2025-05-31 22:54:00,31 - 7,0.0
142027,2025-05-31,48z - 51,1900-01-01 22:54:00,1900-01-01 23:04:40,Régulier,LULY00,47,ODIER,2025-05-31 22:54:00,2025-05-31 22:54:00,47 - 51,0.0
141738,2025-05-31,39 - 10,1900-01-01 23:00:00,1900-01-01 23:23:00,Régulier,CHLXST,34,Genève-Tours,2025-05-31 23:00:00,2025-05-31 23:00:00,34 - 10,0.0
141990,2025-05-31,48z - 53,1900-01-01 23:02:00,1900-01-01 23:13:40,Régulier,CRCO05,47,ODIER,2025-05-31 23:02:00,2025-05-31 23:02:00,47 - 53,0.0
141709,2025-05-31,33z - 8,1900-01-01 23:04:00,1900-01-01 23:28:00,Régulier,RIVE04,33,Genève-Tours,2025-05-31 23:04:00,2025-05-31 23:04:00,33 - 8,0.0
